GalaxyID,class
285436,sphere
285478,espiral
285482,elliptical
285498,sphere
285519,elliptical
285569,sphere
285593,espiral
285632,elliptical
285643,elliptical
285651,sphere
285690,sphere
285706,elliptical
285717,elliptical
285730,espiral
285733,espiral
285736,elliptical
285768,sphere
285779,sphere
285808,elliptical
285831,espiral
285835,espiral
285855,elliptical
285864,espiral
285871,elliptical
285873,sphere
285895,sphere
285960,sphere
285969,sphere
285981,sphere
285991,sphere
286006,elliptical
286008,elliptical
286045,sphere
286148,sphere
286194,espiral
286197,sphere
286271,sphere
286327,elliptical
286353,sphere
286447,elliptical
286459,espiral
286473,espiral
286494,elliptical
286497,sphere
286505,elliptical
286509,elliptical
286521,irregular
286542,sphere
286579,espiral
286633,elliptical
286635,espiral
286661,elliptical
286679,sphere
286686,elliptical
286727,sphere
286750,espiral
286793,sphere
286801,sphere
286847,elliptical
286896,elliptical
286933,sphere
286934,espiral
286979,espiral
287001,sphere
287041,espiral
287075,sphere
287123,elliptical
287131,sphere
287137,elliptical
287140,sphere
287141,sphere
287142,sphere
287153,elliptical
287199,espiral
287224,sphere
287258,sphere
287296,elliptical
287300,sphere
287303,sphere
287305,elliptical
287310,elliptical
287323,espiral
287396,elliptical
287431,sphere
287437,sphere
287491,irregular
287540,espiral
287585,elliptical
287605,sphere
287609,espiral
287615,espiral
287634,elliptical
287639,sphere
287671,sphere
287673,sphere
287678,sphere
287685,espiral
287688,espiral
287708,sphere
287726,elliptical
287737,irregular
287846,elliptical
287875,sphere
287881,elliptical
287905,sphere
287917,elliptical
287921,espiral
287945,elliptical
287956,sphere
287971,sphere
287987,espiral
287998,sphere
288001,sphere
288013,elliptical
288021,elliptical
288034,elliptical
288044,irregular
288091,espiral
288105,sphere
288120,irregular
288122,elliptical
288137,elliptical
288179,elliptical
288183,irregular
288227,elliptical
288253,elliptical
288268,elliptical
288305,elliptical
288362,sphere
288368,elliptical
288410,elliptical
288435,espiral
288457,elliptical
288460,elliptical
288469,espiral
288481,elliptical
288512,sphere
288538,elliptical
288569,sphere
288574,sphere
288576,irregular
288591,sphere
288645,elliptical
288646,sphere
288699,elliptical
288717,espiral
288719,elliptical
288726,elliptical
288733,espiral
288741,elliptical
288793,sphere
288797,sphere
288819,espiral
288838,elliptical
288847,espiral
288893,espiral
288914,sphere
288946,sphere
288950,espiral
289044,sphere
289054,sphere
289069,elliptical
289084,elliptical
289111,elliptical
289118,espiral
289124,sphere
289194,elliptical
289214,sphere
289233,elliptical
289250,sphere
289251,sphere
289255,sphere
289262,elliptical
289303,elliptical
289304,espiral
289328,sphere
289338,sphere
289345,sphere
289348,elliptical
289410,sphere
289442,sphere
289448,sphere
289500,sphere
289514,espiral
289518,elliptical
289527,elliptical
289706,elliptical
289777,sphere
289787,sphere
289803,elliptical
289814,elliptical
289861,sphere
289865,espiral
289867,elliptical
289966,sphere
289968,sphere
290007,sphere
290008,elliptical
290022,sphere
290028,sphere
290029,elliptical
290035,sphere
290046,sphere
290049,sphere
290087,espiral
290118,irregular
290146,sphere
290162,elliptical
290187,espiral
290202,sphere
290205,sphere
290240,espiral
290272,elliptical
290357,elliptical
290370,elliptical
290382,elliptical
290384,espiral
290385,sphere
290389,elliptical
290402,elliptical
290415,elliptical
290424,sphere
290509,sphere
290521,sphere
290562,sphere
290565,elliptical
290572,elliptical
290600,irregular
290606,elliptical
290663,sphere
290672,espiral
290679,sphere
290680,sphere
290685,elliptical
290756,sphere
290807,sphere
290848,sphere
290857,elliptical
290861,sphere
290874,sphere
290876,elliptical
290919,espiral
290933,espiral
290994,sphere
290997,sphere
291001,sphere
291028,elliptical
291033,espiral
291061,sphere
291072,sphere
291101,elliptical
291124,espiral
291138,elliptical
291186,sphere
291193,sphere
291200,elliptical
291214,elliptical
291233,elliptical
291247,sphere
291269,irregular
291296,elliptical
291324,sphere
291342,sphere
291356,elliptical
291369,sphere
291408,elliptical
291414,sphere
291470,elliptical
291483,espiral
291518,sphere
291520,sphere
291556,irregular
291569,elliptical
291604,sphere
291656,espiral
291664,espiral
291691,espiral
291697,elliptical
291728,elliptical
291733,espiral
291755,elliptical
291813,elliptical
291855,elliptical
291870,elliptical
291882,espiral
291887,elliptical
291905,elliptical
291922,elliptical
291926,espiral
291928,sphere
291971,sphere
291996,espiral
292016,espiral
292022,elliptical
292070,irregular
292089,espiral
292161,espiral
292174,espiral
292188,elliptical
292190,sphere
292200,sphere
292248,elliptical
292276,sphere
292287,sphere
292294,elliptical
292348,sphere
292388,elliptical
292447,elliptical
292449,elliptical
292456,elliptical
292470,sphere
292475,sphere
292503,elliptical
292512,elliptical
292537,espiral
292558,espiral
292581,espiral
292593,sphere
292606,espiral
292638,espiral
292684,espiral
292704,espiral
292706,sphere
292733,elliptical
292790,sphere
292796,sphere
292830,sphere
292834,irregular
292835,elliptical
292844,elliptical
292854,sphere
292867,espiral
292894,espiral
292916,sphere
292934,sphere
292942,espiral
292984,sphere
292989,sphere
292991,elliptical
293006,espiral
293033,espiral
293078,sphere
293089,sphere
293116,sphere
293166,elliptical
293191,elliptical
293278,elliptical
293290,elliptical
293306,espiral
293355,elliptical
293367,espiral
293379,elliptical
293400,espiral
293408,sphere
293437,sphere
293449,sphere
293485,elliptical
293531,elliptical
293535,sphere
293553,sphere
293681,espiral
293696,sphere
293733,elliptical
293771,sphere
293774,irregular
293809,elliptical
293810,sphere
293815,elliptical
293836,sphere
293843,sphere
293882,elliptical
293893,sphere
293964,elliptical
294000,sphere
294002,elliptical
294010,elliptical
294012,sphere
294024,irregular
294054,sphere
294111,espiral
294150,espiral
294195,sphere
294218,espiral
294229,sphere
294265,elliptical
294292,espiral
294295,sphere
294329,sphere
294370,espiral
294406,sphere
294426,sphere
294437,sphere
294480,sphere
294504,espiral
294527,sphere
294561,sphere
294629,sphere
294659,elliptical
294710,elliptical
294761,elliptical
294781,irregular
294787,sphere
294861,sphere
294871,espiral
294880,elliptical
294889,irregular
294891,sphere
294904,sphere
294917,elliptical
294924,sphere
294948,elliptical
294957,sphere
294973,elliptical
294978,sphere
294979,espiral
294987,sphere
295002,sphere
295050,elliptical
295069,espiral
295082,elliptical
295104,elliptical
295143,espiral
295157,sphere
295166,elliptical
295182,irregular
295187,sphere
295231,sphere
295281,elliptical
295293,elliptical
295326,elliptical
295332,sphere
295362,elliptical
295413,sphere
295420,sphere
295485,irregular
295521,espiral
295559,irregular
295563,sphere
295601,elliptical
295648,sphere
295691,elliptical
295701,elliptical
295751,elliptical
295797,irregular
295804,elliptical
295806,elliptical
295819,sphere
295828,sphere
295850,elliptical
295865,espiral
295877,elliptical
295880,espiral
295911,sphere
295934,elliptical
295937,sphere
295958,espiral
295968,espiral
295983,sphere
296003,espiral
296018,espiral
296028,sphere
296061,sphere
296064,elliptical
296098,elliptical
296099,elliptical
296164,sphere
296185,espiral
296194,espiral
296209,sphere
296234,sphere
296235,elliptical
296244,sphere
296284,sphere
296286,elliptical
296301,sphere
296305,sphere
296324,sphere
296386,elliptical
296414,sphere
296417,sphere
296493,sphere
296503,sphere
296541,sphere
296561,sphere
296636,sphere
296639,elliptical
296651,sphere
296663,sphere
296673,sphere
296682,sphere
296697,elliptical
296705,elliptical
296717,irregular
296759,elliptical
296802,elliptical
296835,espiral
296840,sphere
296918,elliptical
296925,sphere
296943,sphere
296972,espiral
297007,elliptical
297044,elliptical
297054,sphere
297101,sphere
297155,sphere
297204,sphere
297213,elliptical
297219,sphere
297282,sphere
297323,sphere
297343,sphere
297364,espiral
297388,espiral
297390,irregular
297411,espiral
297413,irregular
297428,irregular
297442,espiral
297446,sphere
297456,espiral
297472,elliptical
297478,elliptical
297481,sphere
297486,elliptical
297494,elliptical
297534,elliptical
297581,sphere
297584,sphere
297596,elliptical
297616,elliptical
297618,sphere
297671,elliptical
297708,sphere
297726,sphere
297777,elliptical
297779,elliptical
297784,sphere
297791,sphere
297793,sphere
297819,elliptical
297833,irregular
297840,sphere
297918,elliptical
297933,elliptical
297947,sphere
298014,espiral
298016,elliptical
298019,elliptical
298027,elliptical
298058,sphere
298071,elliptical
298073,espiral
298082,sphere
298089,elliptical
298110,sphere
298177,sphere
298207,irregular
298302,espiral
298310,sphere
298311,sphere
298333,sphere
298383,sphere
298395,elliptical
298402,espiral
298416,espiral
298446,sphere
298449,elliptical
298499,elliptical
298503,sphere
298529,irregular
298558,irregular
298560,elliptical
298596,elliptical
298654,sphere
298661,elliptical
298662,espiral
298719,elliptical
298764,irregular
298781,sphere
298785,sphere
298789,elliptical
298811,sphere
298862,espiral
298871,elliptical
298885,sphere
298925,elliptical
298971,elliptical
298978,espiral
298982,sphere
298983,espiral
298985,elliptical
299042,sphere
299048,sphere
299067,sphere
299097,elliptical
299100,sphere
299125,elliptical
299134,elliptical
299141,sphere
299143,irregular
299147,elliptical
299182,sphere
299196,elliptical
299208,sphere
299292,elliptical
299297,elliptical
299300,espiral
299351,espiral
299354,elliptical
299374,sphere
299402,sphere
299409,espiral
299431,sphere
299460,sphere
299464,sphere
299518,elliptical
299533,espiral
299539,sphere
299584,elliptical
299592,sphere
299606,elliptical
299619,espiral
299627,irregular
299634,elliptical
299677,sphere
299687,sphere
299699,elliptical
299717,sphere
299721,espiral
299739,irregular
299764,espiral
299784,sphere
299790,elliptical
299796,sphere
299824,elliptical
299873,elliptical
299885,sphere
299916,elliptical
299947,elliptical
300023,elliptical
300037,sphere
300058,sphere
300078,sphere
300089,sphere
300091,espiral
300095,elliptical
300097,irregular
300105,elliptical
300131,elliptical
300148,elliptical
300209,elliptical
300256,sphere
300267,elliptical
300270,elliptical
300278,elliptical
300281,elliptical
300284,irregular
300285,elliptical
300292,elliptical
300311,elliptical
300352,sphere
300378,elliptical
300406,irregular
300424,elliptical
300431,elliptical
300448,sphere
300490,elliptical
300561,sphere
300578,espiral
300622,espiral
300650,elliptical
300668,elliptical
300677,sphere
300681,sphere
300723,sphere
300735,espiral
300775,espiral
300794,sphere
300860,irregular
300903,elliptical
300981,sphere
300996,elliptical
300997,elliptical
301036,irregular
301095,elliptical
301122,espiral
301128,espiral
301150,sphere
301153,sphere
301159,elliptical
301167,sphere
301231,irregular
301243,sphere
301266,irregular
301278,elliptical
301285,elliptical
301293,elliptical
301317,sphere
301346,espiral
301370,sphere
301416,sphere
301423,elliptical
301444,elliptical
301449,irregular
301462,sphere
301503,sphere
301508,elliptical
301534,espiral
301555,espiral
301565,elliptical
301576,sphere
301587,irregular
301598,sphere
301610,sphere
301613,espiral
301616,sphere
301645,elliptical
301646,sphere
301667,elliptical
301670,sphere
301699,elliptical
301729,elliptical
301750,sphere
301781,elliptical
301800,elliptical
301853,elliptical
301861,espiral
301881,elliptical
301882,sphere
301898,elliptical
301921,sphere
301923,elliptical
301929,elliptical
301980,irregular
301984,sphere
301988,sphere
302004,sphere
302022,sphere
302067,sphere
302071,espiral
302073,elliptical
302100,elliptical
302131,sphere
302159,elliptical
302184,espiral
302194,elliptical
302195,elliptical
302258,sphere
302297,elliptical
302311,elliptical
302329,irregular
302349,elliptical
302362,sphere
302433,elliptical
302464,sphere
302493,espiral
302510,espiral
302540,elliptical
302542,irregular
302560,sphere
302563,sphere
302606,sphere
302610,sphere
302615,espiral
302641,espiral
302643,elliptical
302673,elliptical
302705,elliptical
302782,elliptical
302822,sphere
302833,espiral
302866,elliptical
302871,elliptical
302879,elliptical
302933,sphere
302937,sphere
302957,elliptical
302962,elliptical
302985,sphere
302986,irregular
303012,espiral
303018,elliptical
303019,sphere
303054,elliptical
303098,espiral
303137,espiral
303144,sphere
303150,espiral
303154,espiral
303166,elliptical
303215,sphere
303267,sphere
303282,elliptical
303297,elliptical
303315,espiral
303339,elliptical
303434,sphere
303451,elliptical
303457,sphere
303465,sphere
303495,elliptical
303498,elliptical
303504,irregular
303514,elliptical
303518,sphere
303521,elliptical
303573,sphere
303591,sphere
303600,elliptical
303608,sphere
303654,sphere
303685,espiral
303687,sphere
303689,espiral
303691,sphere
303696,espiral
303711,sphere
303716,elliptical
303751,sphere
303857,irregular
303875,elliptical
303888,elliptical
303909,elliptical
303917,sphere
303927,sphere
303936,espiral
303954,espiral
303970,elliptical
304003,espiral
304018,espiral
304025,irregular
304028,espiral
304032,elliptical
304045,elliptical
304047,elliptical
304075,irregular
304077,espiral
304092,sphere
304163,espiral
304170,espiral
304176,sphere
304181,elliptical
304185,irregular
304208,sphere
304263,sphere
304274,espiral
304296,elliptical
304298,sphere
304318,espiral
304328,espiral
304344,elliptical
304353,sphere
304374,sphere
304397,espiral
304435,sphere
304484,elliptical
304493,irregular
304547,espiral
304569,sphere
304593,elliptical
304624,elliptical
304630,elliptical
304641,sphere
304655,elliptical
304673,sphere
304675,sphere
304717,elliptical
304760,sphere
304782,elliptical
304796,sphere
304799,elliptical
304808,espiral
304826,espiral
304844,elliptical
304859,elliptical
304886,sphere
304888,espiral
304908,elliptical
304928,espiral
304974,elliptical
304986,sphere
304998,sphere
304999,sphere
305024,sphere
305037,elliptical
305048,elliptical
305065,elliptical
305068,espiral
305071,irregular
305076,elliptical
305079,sphere
305080,sphere
305089,elliptical
305091,sphere
305114,sphere
305134,elliptical
305149,elliptical
305182,elliptical
305184,elliptical
305206,elliptical
305213,espiral
305235,sphere
305255,elliptical
305311,sphere
305339,elliptical
305348,espiral
305425,elliptical
305427,espiral
305445,espiral
305465,sphere
305480,sphere
305483,espiral
305515,espiral
305607,elliptical
305611,sphere
305618,sphere
305624,sphere
305676,elliptical
305746,sphere
305747,espiral
305749,espiral
305771,elliptical
305816,elliptical
305825,elliptical
305829,espiral
305834,elliptical
305867,elliptical
305891,sphere
305908,espiral
305914,sphere
305918,espiral
305919,espiral
305947,sphere
305965,sphere
305988,elliptical
305989,sphere
305997,sphere
306002,irregular
306012,elliptical
306020,espiral
306055,espiral
306064,sphere
306073,sphere
306078,sphere
306082,espiral
306083,sphere
306089,elliptical
306108,sphere
306147,espiral
306151,elliptical
306318,espiral
306320,sphere
306394,sphere
306424,espiral
306449,elliptical
306454,espiral
306467,sphere
306468,sphere
306480,sphere
306498,elliptical
306510,espiral
306515,elliptical
306538,elliptical
306554,sphere
306583,sphere
306602,sphere
306615,elliptical
306633,espiral
306648,espiral
306659,elliptical
306662,sphere
306673,elliptical
306703,elliptical
306723,sphere
306733,elliptical
306736,elliptical
306747,irregular
306752,sphere
306760,sphere
306787,sphere
306792,sphere
306799,sphere
306912,elliptical
306949,sphere
306951,espiral
307000,espiral
307001,elliptical
307006,sphere
307031,sphere
307037,elliptical
307053,sphere
307069,elliptical
307095,espiral
307122,espiral
307156,elliptical
307180,elliptical
307183,sphere
307245,espiral
307246,elliptical
307294,irregular
307299,sphere
307318,elliptical
307352,sphere
307354,sphere
307362,sphere
307365,sphere
307373,sphere
307412,sphere
307417,sphere
307430,espiral
307458,elliptical
307514,espiral
307526,espiral
307527,irregular
307542,sphere
307550,elliptical
307559,elliptical
307571,irregular
307587,espiral
307589,espiral
307660,sphere
307666,espiral
307671,elliptical
307688,sphere
307701,sphere
307703,elliptical
307721,espiral
307744,sphere
307771,sphere
307783,espiral
307788,sphere
307797,espiral
307807,sphere
307854,elliptical
307857,sphere
307888,elliptical
307905,sphere
307929,sphere
307930,espiral
307943,espiral
307993,sphere
308001,sphere
308015,sphere
308026,elliptical
308089,sphere
308139,sphere
308141,irregular
308153,elliptical
308156,sphere
308161,elliptical
308162,espiral
308165,sphere
308176,espiral
308196,elliptical
308212,elliptical
308298,irregular
308309,elliptical
308339,elliptical
308382,sphere
308394,sphere
308398,sphere
308401,espiral
308413,espiral
308414,sphere
308442,elliptical
308457,sphere
308481,elliptical
308515,elliptical
308547,irregular
308574,elliptical
308583,elliptical
308589,irregular
308622,sphere
308681,elliptical
308686,irregular
308705,elliptical
308735,sphere
308737,sphere
308762,espiral
308798,elliptical
308801,elliptical
308826,elliptical
308833,elliptical
308836,sphere
308839,elliptical
308875,sphere
308885,espiral
308914,espiral
308918,espiral
309005,espiral
309010,elliptical
309025,espiral
309090,sphere
309119,sphere
309128,sphere
309145,sphere
309162,sphere
309184,sphere
309195,irregular
309198,espiral
309204,espiral
309207,sphere
309218,espiral
309228,elliptical
309285,sphere
309303,espiral
309308,elliptical
309318,elliptical
309324,sphere
309376,sphere
309383,sphere
309401,elliptical
309403,elliptical
309413,sphere
309426,espiral
309428,elliptical
309517,elliptical
309530,sphere
309542,sphere
309544,sphere
309559,sphere
309605,irregular
309608,elliptical
309658,sphere
309664,espiral
309677,elliptical
309727,elliptical
309736,sphere
309737,irregular
309751,sphere
309802,sphere
309828,sphere
309843,espiral
309844,elliptical
309860,sphere
309864,elliptical
309902,irregular
309907,elliptical
309939,elliptical
309942,sphere
309956,irregular
309966,elliptical
309972,irregular
310024,sphere
310066,sphere
310078,espiral
310101,sphere
310110,sphere
310132,sphere
310133,sphere
310138,sphere
310143,elliptical
310155,elliptical
310167,sphere
310228,espiral
310247,elliptical
310260,sphere
310282,espiral
310283,elliptical
310300,sphere
310304,elliptical
310325,elliptical
310333,sphere
310370,elliptical
310375,sphere
310376,sphere
310392,sphere
310424,espiral
310475,sphere
310478,espiral
310481,espiral
310502,elliptical
310527,sphere
310551,elliptical
310558,sphere
310568,espiral
310575,elliptical
310623,espiral
310632,sphere
310636,espiral
310646,elliptical
310762,sphere
310765,sphere
310817,sphere
310820,espiral
310828,sphere
310845,elliptical
310887,elliptical
310925,elliptical
310931,espiral
310932,elliptical
310971,elliptical
311008,sphere
311063,elliptical
311066,sphere
311082,elliptical
311092,sphere
311104,sphere
311107,elliptical
311114,sphere
311125,elliptical
311175,espiral
311183,sphere
311188,elliptical
311223,sphere
311257,sphere
311290,sphere
311358,elliptical
311373,espiral
311380,elliptical
311442,sphere
311479,elliptical
311490,espiral
311517,sphere
311520,sphere
311553,elliptical
311581,sphere
311587,espiral
311591,elliptical
311608,elliptical
311620,sphere
311623,sphere
311636,elliptical
311686,elliptical
311701,espiral
311748,sphere
311774,espiral
311787,sphere
311791,elliptical
311877,sphere
311894,sphere
311949,elliptical
311962,sphere
311964,sphere
312005,elliptical
312032,sphere
312034,sphere
312037,sphere
312043,espiral
312085,elliptical
312104,elliptical
312121,elliptical
312125,sphere
312143,sphere
312150,espiral
312160,sphere
312163,sphere
312175,espiral
312186,sphere
312223,elliptical
312224,elliptical
312226,elliptical
312255,espiral
312266,sphere
312273,elliptical
312344,espiral
312351,sphere
312363,sphere
312375,irregular
312382,sphere
312385,elliptical
312403,sphere
312446,elliptical
312449,elliptical
312454,espiral
312462,sphere
312465,sphere
312467,sphere
312506,elliptical
312540,elliptical
312571,espiral
312596,elliptical
312599,espiral
312604,sphere
312637,sphere
312655,espiral
312657,sphere
312689,espiral
312738,elliptical
312795,sphere
312814,irregular
312941,irregular
312948,sphere
312965,sphere
312988,espiral
312998,elliptical
313018,elliptical
313024,sphere
313028,elliptical
313054,espiral
313098,sphere
313123,sphere
313129,espiral
313201,espiral
313212,elliptical
313220,sphere
313227,sphere
313265,elliptical
313274,sphere
313287,sphere
313359,sphere
313397,sphere
313424,elliptical
313429,sphere
313432,espiral
313447,espiral
313481,elliptical
313482,sphere
313530,sphere
313593,irregular
313604,irregular
313635,sphere
313646,espiral
313669,elliptical
313670,elliptical
313680,sphere
313697,elliptical
313744,espiral
313771,elliptical
313772,elliptical
313794,sphere
313838,elliptical
313852,elliptical
313915,irregular
313958,elliptical
313983,elliptical
314012,elliptical
314019,espiral
314024,sphere
314042,espiral
314057,elliptical
314130,sphere
314137,elliptical
314140,espiral
314184,sphere
314254,elliptical
314258,elliptical
314278,elliptical
314287,espiral
314328,sphere
314329,irregular
314335,irregular
314363,sphere
314373,elliptical
314384,elliptical
314404,elliptical
314450,irregular
314451,sphere
314458,espiral
314459,elliptical
314500,elliptical
314516,sphere
314524,elliptical
314587,sphere
314596,sphere
314597,sphere
314622,espiral
314634,espiral
314656,sphere
314669,sphere
314694,sphere
314700,elliptical
314705,elliptical
314724,sphere
314767,elliptical
314795,elliptical
314808,sphere
314867,sphere
314868,espiral
314911,sphere
315054,elliptical
315075,elliptical
315079,espiral
315134,elliptical
315140,elliptical
315146,sphere
315220,sphere
315226,irregular
315233,elliptical
315277,espiral
315318,sphere
315335,sphere
315386,elliptical
315392,espiral
315393,sphere
315412,elliptical
315415,sphere
315438,elliptical
315440,sphere
315455,elliptical
315466,espiral
315494,irregular
315517,sphere
315519,sphere
315521,sphere
315547,elliptical
315551,espiral
315570,sphere
315606,elliptical
315614,elliptical
315619,elliptical
315655,sphere
315656,espiral
315667,sphere
315688,sphere
315697,sphere
315698,elliptical
315700,elliptical
315701,sphere
315707,elliptical
315733,elliptical
315760,elliptical
315767,elliptical
315810,elliptical
315894,elliptical
315915,sphere
315922,sphere
315958,espiral
315988,espiral
316005,elliptical
316038,sphere
316085,elliptical
316090,sphere
316117,espiral
316136,espiral
316141,sphere
316161,sphere
316166,sphere
316185,sphere
316186,irregular
316193,sphere
316206,espiral
316214,elliptical
316273,sphere
316290,sphere
316304,espiral
316307,sphere
316342,sphere
316355,irregular
316361,espiral
316385,elliptical
316387,elliptical
316394,elliptical
316412,irregular
316435,sphere
316455,elliptical
316473,espiral
316474,elliptical
316484,elliptical
316500,elliptical
316539,sphere
316555,sphere
316557,elliptical
316572,elliptical
316613,irregular
316617,sphere
316622,elliptical
316643,sphere
316649,espiral
316653,sphere
316687,espiral
316725,espiral
316764,sphere
316772,sphere
316775,irregular
316868,elliptical
316873,espiral
316876,sphere
316921,espiral
316931,espiral
316937,sphere
316949,sphere
316967,espiral
316969,sphere
316981,elliptical
316989,sphere
316993,elliptical
317002,irregular
317034,sphere
317039,espiral
317053,espiral
317055,sphere
317070,elliptical
317125,elliptical
317130,espiral
317142,elliptical
317143,elliptical
317149,elliptical
317154,sphere
317158,elliptical
317180,elliptical
317194,espiral
317216,sphere
317234,sphere
317248,elliptical
317290,sphere
317303,sphere
317305,elliptical
317310,sphere
317330,sphere
317338,elliptical
317349,sphere
317463,sphere
317467,elliptical
317484,elliptical
317641,sphere
317647,espiral
317653,sphere
317698,elliptical
317712,elliptical
317718,sphere
317749,sphere
317757,elliptical
317793,irregular
317808,elliptical
317812,espiral
317816,elliptical
317820,elliptical
317829,sphere
317842,sphere
317853,elliptical
317859,espiral
317860,sphere
317863,elliptical
317892,elliptical
317918,sphere
317987,sphere
317995,elliptical
318009,elliptical
318038,espiral
318045,elliptical
318079,sphere
318085,sphere
318156,sphere
318183,sphere
318223,espiral
318250,irregular
318270,elliptical
318277,espiral
318289,espiral
318328,elliptical
318330,sphere
318345,sphere
318395,elliptical
318424,espiral
318441,sphere
318468,espiral
318491,sphere
318495,espiral
318497,elliptical
318505,sphere
318508,elliptical
318525,espiral
318552,elliptical
318563,espiral
318583,elliptical
318587,sphere
318603,sphere
318635,sphere
318671,elliptical
318678,espiral
318697,sphere
318779,elliptical
318780,irregular
318802,sphere
318827,sphere
318838,sphere
318861,elliptical
318878,sphere
318880,sphere
318891,elliptical
318905,sphere
318912,elliptical
318920,elliptical
318921,sphere
318932,sphere
318937,elliptical
319076,elliptical
319085,espiral
319096,espiral
319098,elliptical
319106,sphere
319143,sphere
319147,sphere
319163,sphere
319169,sphere
319171,sphere
319205,espiral
319255,elliptical
319300,elliptical
319311,sphere
319325,elliptical
319379,elliptical
319381,espiral
319391,sphere
319413,espiral
319419,sphere
319420,sphere
319421,sphere
319516,espiral
319534,elliptical
319556,sphere
319557,sphere
319590,elliptical
319643,elliptical
319663,sphere
319688,sphere
319703,irregular
319767,elliptical
319798,sphere
319808,sphere
319819,sphere
319839,sphere
319845,sphere
319856,espiral
319879,sphere
319887,elliptical
319929,sphere
319978,irregular
319983,sphere
320035,elliptical
320065,elliptical
320073,elliptical
320081,elliptical
320082,elliptical
320091,espiral
320105,espiral
320128,sphere
320131,elliptical
320138,sphere
320141,elliptical
320146,elliptical
320158,irregular
320190,sphere
320192,espiral
320196,sphere
320202,elliptical
320234,espiral
320244,espiral
320299,sphere
320309,sphere
320347,elliptical
320389,elliptical
320395,elliptical
320440,elliptical
320488,irregular
320492,sphere
320608,elliptical
320637,sphere
320671,elliptical
320741,sphere
320762,elliptical
320768,elliptical
320786,elliptical
320835,sphere
320852,sphere
320862,elliptical
320886,elliptical
320902,elliptical
320919,elliptical
320931,elliptical
320952,espiral
320965,elliptical
320985,sphere
320989,sphere
321038,sphere
321042,elliptical
321044,sphere
321058,sphere
321081,sphere
321083,elliptical
321133,irregular
321136,espiral
321141,sphere
321172,sphere
321186,sphere
321187,irregular
321207,sphere
321210,espiral
321269,espiral
321276,elliptical
321287,sphere
321321,elliptical
321378,elliptical
321389,espiral
321465,elliptical
321472,espiral
321473,espiral
321543,sphere
321545,sphere
321554,elliptical
321578,espiral
321590,espiral
321595,sphere
321611,elliptical
321621,sphere
321646,espiral
321648,elliptical
321651,elliptical
321659,elliptical
321691,espiral
321705,sphere
321707,espiral
321739,elliptical
321748,elliptical
321791,espiral
321822,sphere
321869,sphere
321872,elliptical
321877,elliptical
321904,espiral
321915,sphere
321916,elliptical
321939,espiral
321942,espiral
321946,elliptical
321948,elliptical
322007,elliptical
322030,espiral
322031,elliptical
322036,espiral
322038,elliptical
322045,sphere
322059,sphere
322068,sphere
322105,espiral
322110,sphere
322167,espiral
322178,sphere
322189,sphere
322192,espiral
322204,elliptical
322211,sphere
322223,espiral
322260,elliptical
322281,sphere
322283,elliptical
322320,elliptical
322338,espiral
322408,sphere
322412,elliptical
322455,espiral
322464,elliptical
322528,elliptical
322546,sphere
322548,espiral
322554,sphere
322689,espiral
322704,sphere
322716,elliptical
322720,sphere
322754,elliptical
322755,elliptical
322765,espiral
322782,elliptical
322806,espiral
322821,elliptical
322824,elliptical
322968,sphere
322973,elliptical
322996,sphere
323014,elliptical
323071,sphere
323109,elliptical
323116,elliptical
323126,sphere
323139,sphere
323145,sphere
323152,sphere
323205,espiral
323223,elliptical
323236,elliptical
323248,irregular
323262,elliptical
323264,elliptical
323278,espiral
323345,sphere
323391,sphere
323396,elliptical
323399,sphere
323402,elliptical
323414,sphere
323457,espiral
323482,elliptical
323489,sphere
323510,elliptical
323531,espiral
323534,espiral
323591,sphere
323596,sphere
323614,sphere
323629,sphere
323641,elliptical
323695,elliptical
323727,sphere
323759,sphere
323779,irregular
323786,elliptical
323787,sphere
323810,espiral
323869,sphere
323871,elliptical
323875,sphere
323948,espiral
323969,espiral
323987,sphere
324039,sphere
324055,sphere
324071,sphere
324075,elliptical
324082,sphere
324127,elliptical
324138,espiral
324140,elliptical
324146,sphere
324148,elliptical
324149,elliptical
324184,elliptical
324196,elliptical
324202,espiral
324279,sphere
324322,elliptical
324323,elliptical
324339,espiral
324396,sphere
324405,irregular
324422,sphere
324447,espiral
324459,sphere
324501,sphere
324502,sphere
324516,elliptical
324531,elliptical
324536,sphere
324582,elliptical
324594,elliptical
324610,sphere
324616,sphere
324620,elliptical
324671,elliptical
324699,espiral
324703,sphere
324716,espiral
324719,irregular
324733,elliptical
324735,espiral
324744,sphere
324751,irregular
324763,sphere
324769,sphere
324783,elliptical
324840,espiral
324897,elliptical
324937,elliptical
324971,espiral
325030,elliptical
325036,elliptical
325063,sphere
325064,sphere
325091,elliptical
325107,sphere
325123,espiral
325139,elliptical
325198,elliptical
325280,espiral
325302,irregular
325304,espiral
325335,sphere
325342,elliptical
325343,sphere
325376,sphere
325388,sphere
325429,sphere
325451,sphere
325453,elliptical
325456,sphere
325499,sphere
325500,sphere
325501,elliptical
325563,espiral
325587,elliptical
325601,sphere
325627,sphere
325631,elliptical
325650,espiral
325672,elliptical
325688,elliptical
325702,irregular
325745,elliptical
325756,elliptical
325781,espiral
325784,sphere
325786,sphere
325806,espiral
325821,elliptical
325832,sphere
325876,irregular
325894,elliptical
325913,elliptical
325921,irregular
